Date,Short URL,Long URL,Filename,GPSLatitude,GPSLongitude,SHA256
"Thu, 2 Aug 2018 10:51:43 +0000",https://goo.gl/4TGsJs,N/A,N/A,N/A,N/A,N/A
"Thu, 2 Aug 2018 11:23:36 +0000",http://bitly.kr/jUa8,http://fl0ckfl0ck.info/11.jpg,11.jpg,N/A,N/A,8f35c23427a696a3534b70e5d7c1352a404583309b7c341322b6a163258a5039
