Date,Short URL,Long URL,Filename,GPSLatitude,GPSLongitude,SHA256
"Fri, 3 Aug 2018 14:34:01 +0000",https://bit.ly/2OAwQWR,http://fl0ckfl0ck.info/druwa.jpg,druwa.jpg,37.49848938888889,127.01871491666667,be162f7530a3ae4cf0be95cee4d43bae2b140779ac82b4113b8637ba0383c1bf
